doc_id,family,ok_opus,ok_gpt5,accepted,items_opus,items_gpt5,items_both,n_issues_opus,n_issues_gpt5
bash_test__t170,bash_test,False,False,False,extra_change inconsistent_convention padding,extra_change family_rule meaning_change padding scope_creep wrong_task,extra_change padding,4,9
bash_test__t171,bash_test,False,False,False,padding,wrong_task,,4,2
bash_test__t172,bash_test,False,False,False,extra_change meaning_change padding scope_creep,family_rule meaning_change padding scope_creep,meaning_change padding scope_creep,5,8
bash_test__t173,bash_test,False,False,False,extra_change padding,family_rule,,2,6
bash_test__t174,bash_test,False,True,False,padding,,,2,0
bash_test__t176,bash_test,False,False,False,inconsistent_convention meaning_change padding scope_creep,extra_change family_rule meaning_change padding scope_creep,meaning_change padding scope_creep,5,13
bash_test__t177,bash_test,False,False,False,padding,padding,padding,2,4
bash_test__t178,bash_test,False,False,False,padding wrong_task,wrong_task,wrong_task,3,2
bash_test__t179,bash_test,False,False,False,inconsistent_convention,family_rule inconsistent_convention,inconsistent_convention,1,2
bash_test__t181,bash_test,False,False,False,extra_change inconsistent_convention padding wrong_task,extra_change family_rule inconsistent_convention padding wrong_task,extra_change inconsistent_convention padding wrong_task,5,6
bash_test__t182,bash_test,False,False,False,inconsistent_convention line_correspondence meaning_change padding,extra_change family_rule meaning_change padding scope_creep,meaning_change padding,5,6
bash_test__t183,bash_test,False,False,False,extra_change,family_rule,,1,1
bash_test__t184,bash_test,False,False,False,fake_decision padding,family_rule,,3,1
bash_test__t185,bash_test,False,False,False,extra_change padding,family_rule padding,padding,3,2
bash_test__t186,bash_test,False,True,False,padding,,,2,0
bash_test__t187,bash_test,False,False,False,inconsistent_convention line_correspondence meaning_change padding,extra_change fake_decision family_rule meaning_change padding scope_creep,meaning_change padding,6,14
bash_test__t188,bash_test,False,False,False,padding,meaning_change padding,padding,9,24
bash_test__t189,bash_test,False,False,False,extra_change family_rule padding,extra_change family_rule padding scope_creep,extra_change family_rule padding,3,5
bash_test__t190,bash_test,False,False,False,padding,meaning_change padding,padding,2,3
bash_test__t191,bash_test,False,False,False,invalid meaning_change padding,invalid meaning_change padding scope_creep,invalid meaning_change padding,3,5
bash_test__t192,bash_test,False,False,False,family_rule meaning_change padding wrong_task,family_rule padding wrong_task,family_rule padding wrong_task,4,6
bash_test__t193,bash_test,False,False,False,extra_change padding,family_rule,,5,1
bash_test__t196,bash_test,False,False,False,extra_change family_rule inconsistent_convention,extra_change family_rule scope_creep,extra_change family_rule,3,3
bash_test__t197,bash_test,False,False,False,extra_change inconsistent_convention meaning_change meta_comment padding,extra_change family_rule inconsistent_convention meaning_change meta_comment padding scope_creep,extra_change inconsistent_convention meaning_change meta_comment padding,5,7
bash_test__t198,bash_test,False,False,False,extra_change padding,extra_change padding,extra_change padding,4,6
bash_test__t199,bash_test,False,False,False,extra_change meta_comment padding wrong_task,family_rule meta_comment padding wrong_task,meta_comment padding wrong_task,5,10
bash_test__t200,bash_test,False,True,False,padding,,,2,0
blank_lines__t002,blank_lines,False,False,False,padding,padding too_few_or_bunched,padding,4,5
blank_lines__t004,blank_lines,False,True,False,padding,,,2,0
blank_lines__t005,blank_lines,False,False,False,inconsistent_convention padding,padding,padding,4,3
blank_lines__t006,blank_lines,False,True,False,inconsistent_convention padding,,,3,0
blank_lines__t007,blank_lines,False,False,False,padding,padding,padding,3,2
blank_lines__t010,blank_lines,False,False,False,padding,padding,padding,3,3
blank_lines__t011,blank_lines,True,True,True,,,,0,0
blank_lines__t012,blank_lines,False,True,False,padding,,,3,0
blank_lines__t014,blank_lines,False,False,False,padding,line_correspondence scope_creep too_few_or_bunched,,3,3
blank_lines__t015,blank_lines,False,False,False,inconsistent_convention padding,padding,padding,4,4
blank_lines__t016,blank_lines,False,True,False,padding,,,4,0
blank_lines__t017,blank_lines,False,False,False,padding wrong_task,padding wrong_task,padding wrong_task,3,4
blank_lines__t018,blank_lines,False,False,False,inconsistent_convention padding,padding,padding,2,2
blank_lines__t019,blank_lines,False,True,False,inconsistent_convention padding,,,2,0
blank_lines__t020,blank_lines,False,True,False,padding,,,2,0
blank_lines__t023,blank_lines,True,False,False,,scope_creep,,0,1
blank_lines__t024,blank_lines,False,True,False,inconsistent_convention padding,,,4,0
blank_lines__t025,blank_lines,False,False,False,inconsistent_convention,inconsistent_convention too_few_or_bunched,inconsistent_convention,1,6
blank_lines__t026,blank_lines,False,False,False,padding,padding,padding,2,1
blank_lines__t027,blank_lines,False,False,False,inconsistent_convention padding,padding,padding,5,2
blank_lines__t030,blank_lines,False,False,False,padding wrong_task,family_rule padding wrong_task,padding wrong_task,4,9
blank_lines__t031,blank_lines,False,False,False,padding,extra_change line_correspondence,,3,2
blank_lines__t032,blank_lines,False,False,False,inconsistent_convention padding,padding,padding,2,1
blank_lines__t033,blank_lines,False,False,False,padding,padding,padding,2,5
blank_lines__t034,blank_lines,False,False,False,padding,padding,padding,3,2
blank_lines__t035,blank_lines,False,False,False,padding,line_correspondence scope_creep,,3,2
blank_lines__t036,blank_lines,False,False,False,padding,padding,padding,5,5
blank_lines__t037,blank_lines,False,False,False,padding,padding too_few_or_bunched,padding,2,3
blank_lines__t038,blank_lines,False,True,False,inconsistent_convention padding,,,4,0
blank_lines__t039,blank_lines,False,True,False,inconsistent_convention padding,,,2,0
blank_lines__t040,blank_lines,False,False,False,inconsistent_convention padding,padding,padding,5,4
blank_lines__t041,blank_lines,True,True,True,,,,0,0
blank_lines__t042,blank_lines,False,True,False,padding,,,2,0
blank_lines__t043,blank_lines,False,True,False,padding,,,2,0
blank_lines__t044,blank_lines,False,True,False,padding,,,2,0
blank_lines__t045,blank_lines,False,False,False,inconsistent_convention padding,padding,padding,5,2
blank_lines__t046,blank_lines,False,False,False,inconsistent_convention padding,padding,padding,2,4
blank_lines__t047,blank_lines,False,False,False,padding,padding,padding,1,2
blank_lines__t050,blank_lines,False,False,False,padding,padding,padding,4,2
blank_lines__t051,blank_lines,False,False,False,inconsistent_convention padding,family_rule padding too_few_or_bunched,padding,4,8
blank_lines__t052,blank_lines,False,False,False,inconsistent_convention padding wrong_task,family_rule,,3,5
blank_lines__t053,blank_lines,False,False,False,padding,family_rule padding,padding,3,12
blank_lines__t054,blank_lines,False,False,False,inconsistent_convention padding,family_rule padding,padding,2,7
blank_lines__t055,blank_lines,False,False,False,padding,line_correspondence padding scope_creep,padding,4,4
blank_lines__t056,blank_lines,False,False,False,padding,padding,padding,3,3
blank_lines__t058,blank_lines,False,False,False,padding,family_rule padding too_few_or_bunched wrong_task,padding,3,8
blank_lines__t059,blank_lines,False,True,False,padding,,,3,0
blank_lines__t063,blank_lines,False,False,False,inconsistent_convention padding,padding,padding,3,1
blank_lines__t064,blank_lines,False,False,False,padding,family_rule inconsistent_convention padding,padding,4,13
blank_lines__t065,blank_lines,False,True,False,inconsistent_convention padding,,,3,0
blank_lines__t066,blank_lines,False,False,False,padding,padding,padding,4,2
blank_lines__t067,blank_lines,False,False,False,padding,padding,padding,2,2
blank_lines__t068,blank_lines,False,True,False,padding,,,3,0
blank_lines__t069,blank_lines,False,True,False,padding,,,2,0
blank_lines__t070,blank_lines,False,False,False,padding,padding,padding,4,4
blank_lines__t071,blank_lines,False,False,False,padding,padding,padding,4,2
blank_lines__t072,blank_lines,False,True,False,padding,,,2,0
blank_lines__t073,blank_lines,False,True,False,padding,,,1,0
blank_lines__t074,blank_lines,False,False,False,padding,inconsistent_convention too_few_or_bunched,,3,6
blank_lines__t075,blank_lines,False,True,False,inconsistent_convention,,,1,0
blank_lines__t076,blank_lines,False,True,False,inconsistent_convention,,,1,0
blank_lines__t077,blank_lines,False,True,False,padding,,,2,0
blank_lines__t078,blank_lines,False,True,False,padding,,,2,0
blank_lines__t079,blank_lines,False,False,False,inconsistent_convention padding wrong_task,wrong_task,wrong_task,6,1
blank_lines__t080,blank_lines,False,True,False,padding,,,4,0
blank_lines__t081,blank_lines,False,False,False,padding,padding,padding,2,2
blank_lines__t082,blank_lines,False,False,False,padding,padding,padding,3,4
blank_lines__t083,blank_lines,False,True,False,wrong_task,,,1,0
blank_lines__t084,blank_lines,False,False,False,inconsistent_convention padding,padding,padding,3,2
blank_lines__t085,blank_lines,False,False,False,inconsistent_convention padding too_few_or_bunched,inconsistent_convention,inconsistent_convention,3,1
blank_lines__t087,blank_lines,False,False,False,padding,padding,padding,3,5
blank_lines__t088,blank_lines,False,True,False,inconsistent_convention padding,,,2,0
blank_lines__t089,blank_lines,False,True,False,inconsistent_convention padding,,,3,0
blank_lines__t090,blank_lines,False,False,False,padding,padding,padding,4,5
blank_lines__t091,blank_lines,False,False,False,padding,line_correspondence padding scope_creep,padding,3,5
blank_lines__t093,blank_lines,False,False,False,padding,padding,padding,3,3
blank_lines__t094,blank_lines,False,True,False,padding,,,3,0
blank_lines__t095,blank_lines,False,True,False,padding,,,2,0
blank_lines__t096,blank_lines,False,False,False,padding,inconsistent_convention,,4,5
blank_lines__t097,blank_lines,False,False,False,padding,padding,padding,2,1
blank_lines__t098,blank_lines,False,False,False,inconsistent_convention padding,scope_creep,,3,2
blank_lines__t100,blank_lines,False,True,False,padding,,,2,0
blank_lines__t101,blank_lines,False,True,False,padding,,,3,0
blank_lines__t103,blank_lines,False,False,False,padding,padding,padding,3,3
blank_lines__t104,blank_lines,False,False,False,padding,padding too_few_or_bunched,padding,3,3
blank_lines__t106,blank_lines,False,False,False,padding too_few_or_bunched,scope_creep too_few_or_bunched,too_few_or_bunched,2,2
blank_lines__t107,blank_lines,False,True,False,padding,,,4,0
blank_lines__t109,blank_lines,False,False,False,padding,padding,padding,2,4
blank_lines__t110,blank_lines,False,False,False,padding,padding scope_creep,padding,5,7
blank_lines__t114,blank_lines,False,True,False,padding,,,1,0
blank_lines__t115,blank_lines,True,True,True,,,,0,0
blank_lines__t119,blank_lines,False,False,False,padding,padding,padding,5,5
blank_lines__t120,blank_lines,False,False,False,inconsistent_convention padding,too_few_or_bunched,,4,1
blank_lines__t121,blank_lines,False,False,False,padding,inconsistent_convention,,1,5
